Jan-17,,
Day,Time,Height
,,(m)
2,10:13 PM,2.8
3,3:24 AM,4
3,9:46 AM,1.9
3,4:29 PM,4.6
3,10:42 PM,2.5
4,4:16 AM,4.2
4,10:27 AM,1.9
4,4:57 PM,4.6
4,11:13 PM,2.2
5,5:07 AM,4.4
5,11:07 AM,2
5,5:25 PM,4.7
5,11:45 PM,1.9
6,5:56 AM,4.6
6,11:49 AM,2.2
6,5:54 PM,4.7
7,12:21 AM,1.6
7,6:45 AM,4.7
7,12:32 PM,2.4
7,6:24 PM,4.7
8,1:01 AM,1.4
8,7:37 AM,4.8
8,1:18 PM,2.7
8,6:57 PM,4.6
9,1:45 AM,1.2
9,8:33 AM,4.8
9,2:09 PM,3
9,7:33 PM,4.5
10,2:33 AM,1.1
10,9:36 AM,4.7
10,3:08 PM,3.2
10,8:14 PM,4.3
11,3:25 AM,1.1
11,10:46 AM,4.7
11,4:21 PM,3.3
11,9:04 PM,4.1
12,4:23 AM,1.2
12,11:59 AM,4.6
12,5:53 PM,3.4
12,10:13 PM,3.9
13,5:28 AM,1.3
13,1:09 PM,4.6
13,7:20 PM,3.2
13,11:46 PM,3.8
14,6:40 AM,1.5
14,2:05 PM,4.7
14,8:26 PM,2.9
15,1:15 AM,3.8
15,7:49 AM,1.7
15,2:51 PM,4.7
15,9:18 PM,2.6
16,2:30 AM,3.9
16,8:49 AM,1.8
16,3:31 PM,4.7
16,10:01 PM,2.3
17,3:37 AM,4.1
17,9:42 AM,2
17,4:06 PM,4.7
17,10:39 PM,2
18,4:37 AM,4.3
18,10:31 AM,2.2
18,4:38 PM,4.7
18,11:14 PM,1.8
19,5:30 AM,4.5
19,11:17 AM,2.5
19,5:09 PM,4.6
19,11:48 PM,1.6
20,6:19 AM,4.6
20,12:02 PM,2.7
20,5:39 PM,4.5
21,12:21 AM,1.5
21,7:04 AM,4.7
21,12:47 PM,2.9
21,6:09 PM,4.4
22,12:54 AM,1.4
22,7:49 AM,4.7
22,1:31 PM,3.1
22,6:38 PM,4.3
23,1:28 AM,1.4
23,8:35 AM,4.7
23,2:18 PM,3.3
23,7:07 PM,4.1
24,2:04 AM,1.4
24,9:23 AM,4.6
24,3:11 PM,3.4
24,7:37 PM,4
25,2:43 AM,1.5
25,10:15 AM,4.5
25,4:16 PM,3.5
25,8:10 PM,3.8
26,3:24 AM,1.6
26,11:12 AM,4.5
26,5:35 PM,3.4
26,8:54 PM,3.7
27,4:12 AM,1.7
27,12:10 PM,4.4
27,6:51 PM,3.3
27,10:06 PM,3.5
28,5:07 AM,1.9
28,1:03 PM,4.4
28,7:50 PM,3.1
28,11:47 PM,3.5
29,6:12 AM,2
29,1:48 PM,4.5
29,8:34 PM,2.9
30,1:11 AM,3.5
30,7:18 AM,2.1
30,2:26 PM,4.5
30,9:10 PM,2.6
31,2:20 AM,3.7
31,8:17 AM,2.2
31,2:59 PM,4.6
31,9:42 PM,2.3
Nov-17,,
Day,Time,Height
,,(m)
1,3:21 AM,4
1,9:09 AM,2.4
1,3:30 PM,4.7
1,10:13 PM,2
2,4:17 AM,4.2
2,9:57 AM,2.5
2,3:59 PM,4.7
2,10:45 PM,1.6
3,5:09 AM,4.5
3,10:43 AM,2.7
3,4:28 PM,4.7
3,11:19 PM,1.3
4,5:59 AM,4.7
4,11:30 AM,2.9
4,4:59 PM,4.7
4,11:55 PM,1
5,6:49 AM,4.9
5,12:18 PM,3.1
5,5:32 PM,4.7
6,12:36 AM,0.8
6,7:41 AM,5
6,1:10 PM,3.3
6,6:10 PM,4.6
7,1:20 AM,0.7
7,8:35 AM,5.1
7,2:08 PM,3.4
7,6:52 PM,4.4
8,2:07 AM,0.7
8,9:32 AM,5
8,3:16 PM,3.5
8,7:41 PM,4.2
9,2:58 AM,0.9
9,10:32 AM,5
9,4:34 PM,3.4
9,8:41 PM,4
10,3:52 AM,1.1
10,11:32 AM,4.9
10,5:55 PM,3.2
10,10:01 PM,3.7
11,4:51 AM,1.5
11,12:28 PM,4.9
11,7:06 PM,2.9
11,11:42 PM,3.6
12,5:58 AM,1.8
12,1:18 PM,4.8
12,8:05 PM,2.5
13,1:15 AM,3.6
13,7:08 AM,2.2
13,2:01 PM,4.8
13,8:54 PM,2.2
14,2:36 AM,3.8
14,8:15 AM,2.4
14,2:39 PM,4.8
14,9:36 PM,1.9
15,3:47 AM,4
15,9:14 AM,2.7
15,3:13 PM,4.7
15,10:13 PM,1.6
16,4:47 AM,4.3
16,10:09 AM,2.9
16,3:46 PM,4.6
16,10:47 PM,1.4
17,5:39 AM,4.6
17,11:01 AM,3.1
17,4:16 PM,4.6
17,11:19 PM,1.3
18,6:24 AM,4.7
18,11:50 AM,3.3
18,4:46 PM,4.5
18,11:51 PM,1.2
19,7:06 AM,4.9
19,12:37 PM,3.4
19,5:16 PM,4.4
20,12:22 AM,1.1
20,7:46 AM,4.9
20,1:22 PM,3.5
20,5:46 PM,4.3
21,12:55 AM,1.1
21,8:26 AM,4.9
21,2:10 PM,3.6
21,6:18 PM,4.1
22,1:30 AM,1.2
22,9:06 AM,4.9
22,3:02 PM,3.6
22,6:52 PM,4
23,2:07 AM,1.3
23,9:48 AM,4.8
23,4:01 PM,3.5
23,7:32 PM,3.8
24,2:47 AM,1.4
24,10:33 AM,4.7
24,5:05 PM,3.4
24,8:23 PM,3.7
25,3:30 AM,1.6
25,11:19 AM,4.7
25,6:08 PM,3.2
25,9:38 PM,3.5
26,4:20 AM,1.9
26,12:06 PM,4.7
26,7:04 PM,3
26,11:18 PM,3.4
27,5:16 AM,2.1
27,12:49 PM,4.7
27,7:51 PM,2.7
28,12:50 AM,3.5
28,6:21 AM,2.4
28,1:28 PM,4.7
28,8:31 PM,2.3
29,2:08 AM,3.7
29,7:28 AM,2.6
29,2:03 PM,4.7
29,9:08 PM,1.9
30,3:17 AM,4
30,8:31 AM,2.9
30,2:35 PM,4.8
30,9:44 PM,1.5
Dec-17,,
Day,Time,Height
,,(m)
1,4:19 AM,4.3
1,9:28 AM,3.1
1,3:06 PM,4.8
1,10:19 PM,1.2
2,5:14 AM,4.6
2,10:23 AM,3.3
2,3:38 PM,4.8
2,10:56 PM,0.9
3,6:04 AM,4.9
3,11:17 AM,3.5
3,4:14 PM,4.8
3,11:35 PM,0.6
4,6:53 AM,5.1
4,12:11 PM,3.6
4,4:54 PM,4.7
5,12:16 AM,0.5
5,7:41 AM,5.2
5,1:08 PM,3.6
5,5:39 PM,4.6
6,1:01 AM,0.5
6,8:30 AM,5.3
6,2:09 PM,3.6
6,6:30 PM,4.4
7,1:47 AM,0.6
7,9:19 AM,5.2
7,3:15 PM,3.5
7,7:28 PM,4.2
8,2:35 AM,0.9
8,10:07 AM,5.2
8,4:24 PM,3.2
8,8:34 PM,3.9
9,3:25 AM,1.3
9,10:56 AM,5.1
9,5:32 PM,3
9,9:56 PM,3.7
10,4:18 AM,1.7
10,11:43 AM,5
10,6:35 PM,2.6
10,11:33 PM,3.5
11,5:16 AM,2.2
11,12:28 PM,4.9
11,7:33 PM,2.3
12,1:11 AM,3.6
12,6:24 AM,2.6
12,1:10 PM,4.8
12,8:23 PM,1.9
13,2:39 AM,3.8
13,7:38 AM,3
13,1:49 PM,4.7
13,9:07 PM,1.7
14,3:54 AM,4.1
14,8:48 AM,3.2
14,2:25 PM,4.7
14,9:45 PM,1.4
15,4:53 AM,4.4
15,9:51 AM,3.4
15,2:59 PM,4.6
15,10:20 PM,1.3
16,5:41 AM,4.6
16,10:48 AM,3.6
16,3:31 PM,4.5
16,10:53 PM,1.1
17,6:23 AM,4.8
17,11:39 AM,3.7
17,4:03 PM,4.4
17,11:24 PM,1.1
18,7:00 AM,4.9
18,12:25 PM,3.7
18,4:36 PM,4.4
18,11:56 PM,1
19,7:35 AM,5
19,1:07 PM,3.7
19,5:11 PM,4.3
20,12:29 AM,1
20,8:08 AM,5
20,1:49 PM,3.7
20,5:49 PM,4.2
21,1:03 AM,1.1
21,8:42 AM,5
21,2:33 PM,3.6
21,6:30 PM,4.1
22,1:39 AM,1.2
22,9:16 AM,4.9
22,3:22 PM,3.5
22,7:17 PM,3.9
23,2:18 AM,1.4
23,9:53 AM,4.9
23,4:14 PM,3.3
23,8:13 PM,3.8
24,2:59 AM,1.6
24,10:32 AM,4.9
24,5:09 PM,3.1
24,9:25 PM,3.6
25,3:45 AM,1.9
25,11:12 AM,4.9
25,6:04 PM,2.8
25,10:55 PM,3.5
26,4:36 AM,2.3
26,11:52 AM,4.8
26,6:58 PM,2.4
27,12:28 AM,3.6
27,5:35 AM,2.6
27,12:32 PM,4.8
27,7:47 PM,2
28,1:55 AM,3.8
28,6:44 AM,3
28,1:09 PM,4.8
28,8:32 PM,1.6
29,3:13 AM,4.1
29,7:58 AM,3.3
29,1:46 PM,4.8
29,9:14 PM,1.2
30,4:20 AM,4.4
30,9:09 AM,3.5
30,2:23 PM,4.8
30,9:56 PM,0.9
31,5:16 AM,4.7
31,10:14 AM,3.7
31,3:03 PM,4.8
31,10:37 PM,0.7
