site,code,ibutton_no,date_time,date,time,temperature
ruckle,1,r1.,2018-07-30T23:36:00Z,2018-07-30T07:00:00Z,23:36:00,13
ruckle,1,r1.,2018-07-31T00:06:00Z,2018-07-31T07:00:00Z,00:06:00,13
ruckle,1,r1.,2018-07-31T00:36:00Z,2018-07-31T07:00:00Z,00:36:00,13.5
ruckle,1,r1.,2018-07-31T01:06:00Z,2018-07-31T07:00:00Z,01:06:00,13.5
ruckle,1,r1.,2018-07-31T01:36:00Z,2018-07-31T07:00:00Z,01:36:00,13.5
ruckle,1,r1.,2018-07-31T02:06:00Z,2018-07-31T07:00:00Z,02:06:00,13
ruckle,1,r1.,2018-07-31T02:36:00Z,2018-07-31T07:00:00Z,02:36:00,13
ruckle,1,r1.,2018-07-31T03:06:00Z,2018-07-31T07:00:00Z,03:06:00,13
ruckle,1,r1.,2018-07-31T03:36:00Z,2018-07-31T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-07-31T04:06:00Z,2018-07-31T07:00:00Z,04:06:00,13.5
ruckle,1,r1.,2018-07-31T04:36:00Z,2018-07-31T07:00:00Z,04:36:00,13
ruckle,1,r1.,2018-07-31T05:06:00Z,2018-07-31T07:00:00Z,05:06:00,13
ruckle,1,r1.,2018-07-31T05:36:00Z,2018-07-31T07:00:00Z,05:36:00,13
ruckle,1,r1.,2018-07-31T06:06:00Z,2018-07-31T07:00:00Z,06:06:00,13
ruckle,1,r1.,2018-07-31T06:36:00Z,2018-07-31T07:00:00Z,06:36:00,13
ruckle,1,r1.,2018-07-31T07:06:00Z,2018-07-31T07:00:00Z,07:06:00,13
ruckle,1,r1.,2018-07-31T07:36:00Z,2018-07-31T07:00:00Z,07:36:00,13
ruckle,1,r1.,2018-07-31T08:06:00Z,2018-07-31T07:00:00Z,08:06:00,13
ruckle,1,r1.,2018-07-31T08:36:00Z,2018-07-31T07:00:00Z,08:36:00,13
ruckle,1,r1.,2018-07-31T09:06:00Z,2018-07-31T07:00:00Z,09:06:00,13
ruckle,1,r1.,2018-07-31T09:36:00Z,2018-07-31T07:00:00Z,09:36:00,13.5
ruckle,1,r1.,2018-07-31T10:06:00Z,2018-07-31T07:00:00Z,10:06:00,13.5
ruckle,1,r1.,2018-07-31T10:36:00Z,2018-07-31T07:00:00Z,10:36:00,13.5
ruckle,1,r1.,2018-07-31T11:06:00Z,2018-07-31T07:00:00Z,11:06:00,14
ruckle,1,r1.,2018-07-31T11:36:00Z,2018-07-31T07:00:00Z,11:36:00,14
ruckle,1,r1.,2018-07-31T12:06:00Z,2018-07-31T07:00:00Z,12:06:00,14.5
ruckle,1,r1.,2018-07-31T12:36:00Z,2018-07-31T07:00:00Z,12:36:00,16
ruckle,1,r1.,2018-07-31T13:06:00Z,2018-07-31T07:00:00Z,13:06:00,21.5
ruckle,1,r1.,2018-07-31T13:36:00Z,2018-07-31T07:00:00Z,13:36:00,23.5
ruckle,1,r1.,2018-07-31T14:06:00Z,2018-07-31T07:00:00Z,14:06:00,24
ruckle,1,r1.,2018-07-31T14:36:00Z,2018-07-31T07:00:00Z,14:36:00,23
ruckle,1,r1.,2018-07-31T15:06:00Z,2018-07-31T07:00:00Z,15:06:00,22
ruckle,1,r1.,2018-07-31T15:36:00Z,2018-07-31T07:00:00Z,15:36:00,15
ruckle,1,r1.,2018-07-31T16:06:00Z,2018-07-31T07:00:00Z,16:06:00,14.5
ruckle,1,r1.,2018-07-31T16:36:00Z,2018-07-31T07:00:00Z,16:36:00,14.5
ruckle,1,r1.,2018-07-31T17:06:00Z,2018-07-31T07:00:00Z,17:06:00,14.5
ruckle,1,r1.,2018-07-31T17:36:00Z,2018-07-31T07:00:00Z,17:36:00,14.5
ruckle,1,r1.,2018-07-31T18:06:00Z,2018-07-31T07:00:00Z,18:06:00,14.5
ruckle,1,r1.,2018-07-31T18:36:00Z,2018-07-31T07:00:00Z,18:36:00,14
ruckle,1,r1.,2018-07-31T19:06:00Z,2018-07-31T07:00:00Z,19:06:00,14
ruckle,1,r1.,2018-07-31T19:36:00Z,2018-07-31T07:00:00Z,19:36:00,12.5
ruckle,1,r1.,2018-07-31T20:06:00Z,2018-07-31T07:00:00Z,20:06:00,13
ruckle,1,r1.,2018-07-31T20:36:00Z,2018-07-31T07:00:00Z,20:36:00,12
ruckle,1,r1.,2018-07-31T21:06:00Z,2018-07-31T07:00:00Z,21:06:00,12
ruckle,1,r1.,2018-07-31T21:36:00Z,2018-07-31T07:00:00Z,21:36:00,12.5
ruckle,1,r1.,2018-07-31T22:06:00Z,2018-07-31T07:00:00Z,22:06:00,12.5
ruckle,1,r1.,2018-07-31T22:36:00Z,2018-07-31T07:00:00Z,22:36:00,12.5
ruckle,1,r1.,2018-07-31T23:06:00Z,2018-07-31T07:00:00Z,23:06:00,12.5
ruckle,1,r1.,2018-07-31T23:36:00Z,2018-07-31T07:00:00Z,23:36:00,12.5
ruckle,1,r1.,2018-08-01T00:06:00Z,2018-08-01T07:00:00Z,00:06:00,12.5
ruckle,1,r1.,2018-08-01T00:36:00Z,2018-08-01T07:00:00Z,00:36:00,12.5
ruckle,1,r1.,2018-08-01T01:06:00Z,2018-08-01T07:00:00Z,01:06:00,12.5
ruckle,1,r1.,2018-08-01T01:36:00Z,2018-08-01T07:00:00Z,01:36:00,13
ruckle,1,r1.,2018-08-01T02:06:00Z,2018-08-01T07:00:00Z,02:06:00,13
ruckle,1,r1.,2018-08-01T02:36:00Z,2018-08-01T07:00:00Z,02:36:00,13
ruckle,1,r1.,2018-08-01T03:06:00Z,2018-08-01T07:00:00Z,03:06:00,13.5
ruckle,1,r1.,2018-08-01T03:36:00Z,2018-08-01T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-08-01T04:06:00Z,2018-08-01T07:00:00Z,04:06:00,13.5
ruckle,1,r1.,2018-08-01T04:36:00Z,2018-08-01T07:00:00Z,04:36:00,13.5
ruckle,1,r1.,2018-08-01T05:06:00Z,2018-08-01T07:00:00Z,05:06:00,13.5
ruckle,1,r1.,2018-08-01T05:36:00Z,2018-08-01T07:00:00Z,05:36:00,13
ruckle,1,r1.,2018-08-01T06:06:00Z,2018-08-01T07:00:00Z,06:06:00,13
ruckle,1,r1.,2018-08-01T06:36:00Z,2018-08-01T07:00:00Z,06:36:00,13
ruckle,1,r1.,2018-08-01T07:06:00Z,2018-08-01T07:00:00Z,07:06:00,13
ruckle,1,r1.,2018-08-01T07:36:00Z,2018-08-01T07:00:00Z,07:36:00,12.5
ruckle,1,r1.,2018-08-01T08:06:00Z,2018-08-01T07:00:00Z,08:06:00,12.5
ruckle,1,r1.,2018-08-01T08:36:00Z,2018-08-01T07:00:00Z,08:36:00,13
ruckle,1,r1.,2018-08-01T09:06:00Z,2018-08-01T07:00:00Z,09:06:00,13
ruckle,1,r1.,2018-08-01T09:36:00Z,2018-08-01T07:00:00Z,09:36:00,13
ruckle,1,r1.,2018-08-01T10:06:00Z,2018-08-01T07:00:00Z,10:06:00,13.5
ruckle,1,r1.,2018-08-01T10:36:00Z,2018-08-01T07:00:00Z,10:36:00,13.5
ruckle,1,r1.,2018-08-01T11:06:00Z,2018-08-01T07:00:00Z,11:06:00,14
ruckle,1,r1.,2018-08-01T11:36:00Z,2018-08-01T07:00:00Z,11:36:00,14
ruckle,1,r1.,2018-08-01T12:06:00Z,2018-08-01T07:00:00Z,12:06:00,14
ruckle,1,r1.,2018-08-01T12:36:00Z,2018-08-01T07:00:00Z,12:36:00,14
ruckle,1,r1.,2018-08-01T13:06:00Z,2018-08-01T07:00:00Z,13:06:00,14
ruckle,1,r1.,2018-08-01T13:36:00Z,2018-08-01T07:00:00Z,13:36:00,15.5
ruckle,1,r1.,2018-08-01T14:06:00Z,2018-08-01T07:00:00Z,14:06:00,20
ruckle,1,r1.,2018-08-01T14:36:00Z,2018-08-01T07:00:00Z,14:36:00,19.5
ruckle,1,r1.,2018-08-01T15:06:00Z,2018-08-01T07:00:00Z,15:06:00,16
ruckle,1,r1.,2018-08-01T15:36:00Z,2018-08-01T07:00:00Z,15:36:00,15
ruckle,1,r1.,2018-08-01T16:06:00Z,2018-08-01T07:00:00Z,16:06:00,15
ruckle,1,r1.,2018-08-01T16:36:00Z,2018-08-01T07:00:00Z,16:36:00,15
ruckle,1,r1.,2018-08-01T17:06:00Z,2018-08-01T07:00:00Z,17:06:00,15
ruckle,1,r1.,2018-08-01T17:36:00Z,2018-08-01T07:00:00Z,17:36:00,15
ruckle,1,r1.,2018-08-01T18:06:00Z,2018-08-01T07:00:00Z,18:06:00,14.5
ruckle,1,r1.,2018-08-01T18:36:00Z,2018-08-01T07:00:00Z,18:36:00,13.5
ruckle,1,r1.,2018-08-01T19:06:00Z,2018-08-01T07:00:00Z,19:06:00,12.5
ruckle,1,r1.,2018-08-01T19:36:00Z,2018-08-01T07:00:00Z,19:36:00,12.5
ruckle,1,r1.,2018-08-01T20:06:00Z,2018-08-01T07:00:00Z,20:06:00,13
ruckle,1,r1.,2018-08-01T20:36:00Z,2018-08-01T07:00:00Z,20:36:00,12.5
ruckle,1,r1.,2018-08-01T21:06:00Z,2018-08-01T07:00:00Z,21:06:00,12.5
ruckle,1,r1.,2018-08-01T21:36:00Z,2018-08-01T07:00:00Z,21:36:00,12.5
ruckle,1,r1.,2018-08-01T22:06:00Z,2018-08-01T07:00:00Z,22:06:00,12.5
ruckle,1,r1.,2018-08-01T22:36:00Z,2018-08-01T07:00:00Z,22:36:00,12.5
ruckle,1,r1.,2018-08-01T23:06:00Z,2018-08-01T07:00:00Z,23:06:00,12.5
ruckle,1,r1.,2018-08-01T23:36:00Z,2018-08-01T07:00:00Z,23:36:00,12.5
ruckle,1,r1.,2018-08-02T00:06:00Z,2018-08-02T07:00:00Z,00:06:00,12.5
ruckle,1,r1.,2018-08-02T00:36:00Z,2018-08-02T07:00:00Z,00:36:00,13
ruckle,1,r1.,2018-08-02T01:06:00Z,2018-08-02T07:00:00Z,01:06:00,13
ruckle,1,r1.,2018-08-02T01:36:00Z,2018-08-02T07:00:00Z,01:36:00,12.5
ruckle,1,r1.,2018-08-02T02:06:00Z,2018-08-02T07:00:00Z,02:06:00,12.5
ruckle,1,r1.,2018-08-02T02:36:00Z,2018-08-02T07:00:00Z,02:36:00,13
ruckle,1,r1.,2018-08-02T03:06:00Z,2018-08-02T07:00:00Z,03:06:00,13
ruckle,1,r1.,2018-08-02T03:36:00Z,2018-08-02T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-08-02T04:06:00Z,2018-08-02T07:00:00Z,04:06:00,13
ruckle,1,r1.,2018-08-02T04:36:00Z,2018-08-02T07:00:00Z,04:36:00,13
ruckle,1,r1.,2018-08-02T05:06:00Z,2018-08-02T07:00:00Z,05:06:00,13
ruckle,1,r1.,2018-08-02T05:36:00Z,2018-08-02T07:00:00Z,05:36:00,13
ruckle,1,r1.,2018-08-02T06:06:00Z,2018-08-02T07:00:00Z,06:06:00,13.5
ruckle,1,r1.,2018-08-02T06:36:00Z,2018-08-02T07:00:00Z,06:36:00,13.5
ruckle,1,r1.,2018-08-02T07:06:00Z,2018-08-02T07:00:00Z,07:06:00,13.5
ruckle,1,r1.,2018-08-02T07:36:00Z,2018-08-02T07:00:00Z,07:36:00,13
ruckle,1,r1.,2018-08-02T08:06:00Z,2018-08-02T07:00:00Z,08:06:00,13
ruckle,1,r1.,2018-08-02T08:36:00Z,2018-08-02T07:00:00Z,08:36:00,13.5
ruckle,1,r1.,2018-08-02T09:06:00Z,2018-08-02T07:00:00Z,09:06:00,13.5
ruckle,1,r1.,2018-08-02T09:36:00Z,2018-08-02T07:00:00Z,09:36:00,13.5
ruckle,1,r1.,2018-08-02T10:06:00Z,2018-08-02T07:00:00Z,10:06:00,13.5
ruckle,1,r1.,2018-08-02T10:36:00Z,2018-08-02T07:00:00Z,10:36:00,14
ruckle,1,r1.,2018-08-02T11:06:00Z,2018-08-02T07:00:00Z,11:06:00,14
ruckle,1,r1.,2018-08-02T11:36:00Z,2018-08-02T07:00:00Z,11:36:00,14
ruckle,1,r1.,2018-08-02T12:06:00Z,2018-08-02T07:00:00Z,12:06:00,14
ruckle,1,r1.,2018-08-02T12:36:00Z,2018-08-02T07:00:00Z,12:36:00,14
ruckle,1,r1.,2018-08-02T13:06:00Z,2018-08-02T07:00:00Z,13:06:00,14.5
ruckle,1,r1.,2018-08-02T13:36:00Z,2018-08-02T07:00:00Z,13:36:00,14
ruckle,1,r1.,2018-08-02T14:06:00Z,2018-08-02T07:00:00Z,14:06:00,14
ruckle,1,r1.,2018-08-02T14:36:00Z,2018-08-02T07:00:00Z,14:36:00,14.5
ruckle,1,r1.,2018-08-02T15:06:00Z,2018-08-02T07:00:00Z,15:06:00,14.5
ruckle,1,r1.,2018-08-02T15:36:00Z,2018-08-02T07:00:00Z,15:36:00,15
ruckle,1,r1.,2018-08-02T16:06:00Z,2018-08-02T07:00:00Z,16:06:00,15
ruckle,1,r1.,2018-08-02T16:36:00Z,2018-08-02T07:00:00Z,16:36:00,15
ruckle,1,r1.,2018-08-02T17:06:00Z,2018-08-02T07:00:00Z,17:06:00,15
ruckle,1,r1.,2018-08-02T17:36:00Z,2018-08-02T07:00:00Z,17:36:00,15
ruckle,1,r1.,2018-08-02T18:06:00Z,2018-08-02T07:00:00Z,18:06:00,14.5
ruckle,1,r1.,2018-08-02T18:36:00Z,2018-08-02T07:00:00Z,18:36:00,14.5
ruckle,1,r1.,2018-08-02T19:06:00Z,2018-08-02T07:00:00Z,19:06:00,13
ruckle,1,r1.,2018-08-02T19:36:00Z,2018-08-02T07:00:00Z,19:36:00,13.5
ruckle,1,r1.,2018-08-02T20:06:00Z,2018-08-02T07:00:00Z,20:06:00,13.5
ruckle,1,r1.,2018-08-02T20:36:00Z,2018-08-02T07:00:00Z,20:36:00,13
ruckle,1,r1.,2018-08-02T21:06:00Z,2018-08-02T07:00:00Z,21:06:00,13
ruckle,1,r1.,2018-08-02T21:36:00Z,2018-08-02T07:00:00Z,21:36:00,12.5
ruckle,1,r1.,2018-08-02T22:06:00Z,2018-08-02T07:00:00Z,22:06:00,12.5
ruckle,1,r1.,2018-08-02T22:36:00Z,2018-08-02T07:00:00Z,22:36:00,12.5
ruckle,1,r1.,2018-08-02T23:06:00Z,2018-08-02T07:00:00Z,23:06:00,12.5
ruckle,1,r1.,2018-08-02T23:36:00Z,2018-08-02T07:00:00Z,23:36:00,12
ruckle,1,r1.,2018-08-03T00:06:00Z,2018-08-03T07:00:00Z,00:06:00,12
ruckle,1,r1.,2018-08-03T00:36:00Z,2018-08-03T07:00:00Z,00:36:00,12.5
ruckle,1,r1.,2018-08-03T01:06:00Z,2018-08-03T07:00:00Z,01:06:00,12.5
ruckle,1,r1.,2018-08-03T01:36:00Z,2018-08-03T07:00:00Z,01:36:00,12.5
ruckle,1,r1.,2018-08-03T02:06:00Z,2018-08-03T07:00:00Z,02:06:00,12.5
ruckle,1,r1.,2018-08-03T02:36:00Z,2018-08-03T07:00:00Z,02:36:00,12.5
ruckle,1,r1.,2018-08-03T03:06:00Z,2018-08-03T07:00:00Z,03:06:00,13
ruckle,1,r1.,2018-08-03T03:36:00Z,2018-08-03T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-08-03T04:06:00Z,2018-08-03T07:00:00Z,04:06:00,13
ruckle,1,r1.,2018-08-03T04:36:00Z,2018-08-03T07:00:00Z,04:36:00,13
ruckle,1,r1.,2018-08-03T05:06:00Z,2018-08-03T07:00:00Z,05:06:00,12.5
ruckle,1,r1.,2018-08-03T05:36:00Z,2018-08-03T07:00:00Z,05:36:00,13
ruckle,1,r1.,2018-08-03T06:06:00Z,2018-08-03T07:00:00Z,06:06:00,13
ruckle,1,r1.,2018-08-03T06:36:00Z,2018-08-03T07:00:00Z,06:36:00,13
ruckle,1,r1.,2018-08-03T07:06:00Z,2018-08-03T07:00:00Z,07:06:00,13
ruckle,1,r1.,2018-08-03T07:36:00Z,2018-08-03T07:00:00Z,07:36:00,13
ruckle,1,r1.,2018-08-03T08:06:00Z,2018-08-03T07:00:00Z,08:06:00,13
ruckle,1,r1.,2018-08-03T08:36:00Z,2018-08-03T07:00:00Z,08:36:00,13.5
ruckle,1,r1.,2018-08-03T09:06:00Z,2018-08-03T07:00:00Z,09:06:00,13.5
ruckle,1,r1.,2018-08-03T09:36:00Z,2018-08-03T07:00:00Z,09:36:00,13.5
ruckle,1,r1.,2018-08-03T10:06:00Z,2018-08-03T07:00:00Z,10:06:00,14
ruckle,1,r1.,2018-08-03T10:36:00Z,2018-08-03T07:00:00Z,10:36:00,14
ruckle,1,r1.,2018-08-03T11:06:00Z,2018-08-03T07:00:00Z,11:06:00,13.5
ruckle,1,r1.,2018-08-03T11:36:00Z,2018-08-03T07:00:00Z,11:36:00,13
ruckle,1,r1.,2018-08-03T12:06:00Z,2018-08-03T07:00:00Z,12:06:00,14
ruckle,1,r1.,2018-08-03T12:36:00Z,2018-08-03T07:00:00Z,12:36:00,13.5
ruckle,1,r1.,2018-08-03T13:06:00Z,2018-08-03T07:00:00Z,13:06:00,13.5
ruckle,1,r1.,2018-08-03T13:36:00Z,2018-08-03T07:00:00Z,13:36:00,13.5
ruckle,1,r1.,2018-08-03T14:06:00Z,2018-08-03T07:00:00Z,14:06:00,14
ruckle,1,r1.,2018-08-03T14:36:00Z,2018-08-03T07:00:00Z,14:36:00,14
ruckle,1,r1.,2018-08-03T15:06:00Z,2018-08-03T07:00:00Z,15:06:00,14
ruckle,1,r1.,2018-08-03T15:36:00Z,2018-08-03T07:00:00Z,15:36:00,14
ruckle,1,r1.,2018-08-03T16:06:00Z,2018-08-03T07:00:00Z,16:06:00,14
ruckle,1,r1.,2018-08-03T16:36:00Z,2018-08-03T07:00:00Z,16:36:00,14.5
ruckle,1,r1.,2018-08-03T17:06:00Z,2018-08-03T07:00:00Z,17:06:00,14.5
ruckle,1,r1.,2018-08-03T17:36:00Z,2018-08-03T07:00:00Z,17:36:00,15
ruckle,1,r1.,2018-08-03T18:06:00Z,2018-08-03T07:00:00Z,18:06:00,15
ruckle,1,r1.,2018-08-03T18:36:00Z,2018-08-03T07:00:00Z,18:36:00,15.5
ruckle,1,r1.,2018-08-03T19:06:00Z,2018-08-03T07:00:00Z,19:06:00,14.5
ruckle,1,r1.,2018-08-03T19:36:00Z,2018-08-03T07:00:00Z,19:36:00,14
ruckle,1,r1.,2018-08-03T20:06:00Z,2018-08-03T07:00:00Z,20:06:00,13
ruckle,1,r1.,2018-08-03T20:36:00Z,2018-08-03T07:00:00Z,20:36:00,13
ruckle,1,r1.,2018-08-03T21:06:00Z,2018-08-03T07:00:00Z,21:06:00,13.5
ruckle,1,r1.,2018-08-03T21:36:00Z,2018-08-03T07:00:00Z,21:36:00,13
ruckle,1,r1.,2018-08-03T22:06:00Z,2018-08-03T07:00:00Z,22:06:00,13
ruckle,1,r1.,2018-08-03T22:36:00Z,2018-08-03T07:00:00Z,22:36:00,13
ruckle,1,r1.,2018-08-03T23:06:00Z,2018-08-03T07:00:00Z,23:06:00,12.5
ruckle,1,r1.,2018-08-03T23:36:00Z,2018-08-03T07:00:00Z,23:36:00,12
ruckle,1,r1.,2018-08-04T00:06:00Z,2018-08-04T07:00:00Z,00:06:00,12
ruckle,1,r1.,2018-08-04T00:36:00Z,2018-08-04T07:00:00Z,00:36:00,12.5
ruckle,1,r1.,2018-08-04T01:06:00Z,2018-08-04T07:00:00Z,01:06:00,12.5
ruckle,1,r1.,2018-08-04T01:36:00Z,2018-08-04T07:00:00Z,01:36:00,12.5
ruckle,1,r1.,2018-08-04T02:06:00Z,2018-08-04T07:00:00Z,02:06:00,12.5
ruckle,1,r1.,2018-08-04T02:36:00Z,2018-08-04T07:00:00Z,02:36:00,13
ruckle,1,r1.,2018-08-04T03:06:00Z,2018-08-04T07:00:00Z,03:06:00,13
ruckle,1,r1.,2018-08-04T03:36:00Z,2018-08-04T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-08-04T04:06:00Z,2018-08-04T07:00:00Z,04:06:00,13
ruckle,1,r1.,2018-08-04T04:36:00Z,2018-08-04T07:00:00Z,04:36:00,13
ruckle,1,r1.,2018-08-04T05:06:00Z,2018-08-04T07:00:00Z,05:06:00,13
ruckle,1,r1.,2018-08-04T05:36:00Z,2018-08-04T07:00:00Z,05:36:00,12.5
ruckle,1,r1.,2018-08-04T06:06:00Z,2018-08-04T07:00:00Z,06:06:00,13
ruckle,1,r1.,2018-08-04T06:36:00Z,2018-08-04T07:00:00Z,06:36:00,13
ruckle,1,r1.,2018-08-04T07:06:00Z,2018-08-04T07:00:00Z,07:06:00,13
ruckle,1,r1.,2018-08-04T07:36:00Z,2018-08-04T07:00:00Z,07:36:00,12.5
ruckle,1,r1.,2018-08-04T08:06:00Z,2018-08-04T07:00:00Z,08:06:00,13
ruckle,1,r1.,2018-08-04T08:36:00Z,2018-08-04T07:00:00Z,08:36:00,13
ruckle,1,r1.,2018-08-04T09:06:00Z,2018-08-04T07:00:00Z,09:06:00,13
ruckle,1,r1.,2018-08-04T09:36:00Z,2018-08-04T07:00:00Z,09:36:00,13.5
ruckle,1,r1.,2018-08-04T10:06:00Z,2018-08-04T07:00:00Z,10:06:00,13.5
ruckle,1,r1.,2018-08-04T10:36:00Z,2018-08-04T07:00:00Z,10:36:00,14
ruckle,1,r1.,2018-08-04T11:06:00Z,2018-08-04T07:00:00Z,11:06:00,13
ruckle,1,r1.,2018-08-04T11:36:00Z,2018-08-04T07:00:00Z,11:36:00,13
ruckle,1,r1.,2018-08-04T12:06:00Z,2018-08-04T07:00:00Z,12:06:00,13.5
ruckle,1,r1.,2018-08-04T12:36:00Z,2018-08-04T07:00:00Z,12:36:00,13.5
ruckle,1,r1.,2018-08-04T13:06:00Z,2018-08-04T07:00:00Z,13:06:00,13.5
ruckle,1,r1.,2018-08-04T13:36:00Z,2018-08-04T07:00:00Z,13:36:00,14
ruckle,1,r1.,2018-08-04T14:06:00Z,2018-08-04T07:00:00Z,14:06:00,14
ruckle,1,r1.,2018-08-04T14:36:00Z,2018-08-04T07:00:00Z,14:36:00,13.5
ruckle,1,r1.,2018-08-04T15:06:00Z,2018-08-04T07:00:00Z,15:06:00,14
ruckle,1,r1.,2018-08-04T15:36:00Z,2018-08-04T07:00:00Z,15:36:00,14
ruckle,1,r1.,2018-08-04T16:06:00Z,2018-08-04T07:00:00Z,16:06:00,14
ruckle,1,r1.,2018-08-04T16:36:00Z,2018-08-04T07:00:00Z,16:36:00,14.5
ruckle,1,r1.,2018-08-04T17:06:00Z,2018-08-04T07:00:00Z,17:06:00,15
ruckle,1,r1.,2018-08-04T17:36:00Z,2018-08-04T07:00:00Z,17:36:00,14.5
ruckle,1,r1.,2018-08-04T18:06:00Z,2018-08-04T07:00:00Z,18:06:00,14.5
ruckle,1,r1.,2018-08-04T18:36:00Z,2018-08-04T07:00:00Z,18:36:00,14.5
ruckle,1,r1.,2018-08-04T19:06:00Z,2018-08-04T07:00:00Z,19:06:00,14.5
ruckle,1,r1.,2018-08-04T19:36:00Z,2018-08-04T07:00:00Z,19:36:00,14.5
ruckle,1,r1.,2018-08-04T20:06:00Z,2018-08-04T07:00:00Z,20:06:00,14.5
ruckle,1,r1.,2018-08-04T20:36:00Z,2018-08-04T07:00:00Z,20:36:00,14.5
ruckle,1,r1.,2018-08-04T21:06:00Z,2018-08-04T07:00:00Z,21:06:00,14.5
ruckle,1,r1.,2018-08-04T21:36:00Z,2018-08-04T07:00:00Z,21:36:00,14
ruckle,1,r1.,2018-08-04T22:06:00Z,2018-08-04T07:00:00Z,22:06:00,14
ruckle,1,r1.,2018-08-04T22:36:00Z,2018-08-04T07:00:00Z,22:36:00,14
ruckle,1,r1.,2018-08-04T23:06:00Z,2018-08-04T07:00:00Z,23:06:00,14
ruckle,1,r1.,2018-08-04T23:36:00Z,2018-08-04T07:00:00Z,23:36:00,13.5
ruckle,1,r1.,2018-08-05T00:06:00Z,2018-08-05T07:00:00Z,00:06:00,12.5
ruckle,1,r1.,2018-08-05T00:36:00Z,2018-08-05T07:00:00Z,00:36:00,13
ruckle,1,r1.,2018-08-05T01:06:00Z,2018-08-05T07:00:00Z,01:06:00,13
ruckle,1,r1.,2018-08-05T01:36:00Z,2018-08-05T07:00:00Z,01:36:00,13
ruckle,1,r1.,2018-08-05T02:06:00Z,2018-08-05T07:00:00Z,02:06:00,13
ruckle,1,r1.,2018-08-05T02:36:00Z,2018-08-05T07:00:00Z,02:36:00,13
ruckle,1,r1.,2018-08-05T03:06:00Z,2018-08-05T07:00:00Z,03:06:00,13
ruckle,1,r1.,2018-08-05T03:36:00Z,2018-08-05T07:00:00Z,03:36:00,13
ruckle,1,r1.,2018-08-05T04:06:00Z,2018-08-05T07:00:00Z,04:06:00,13
ruckle,1,r2.,2018-07-13T00:22:00Z,2018-07-13T07:00:00Z,00:22:00,13.5
ruckle,1,r2.,2018-07-13T00:52:00Z,2018-07-13T07:00:00Z,00:52:00,13.5
ruckle,1,r2.,2018-07-13T01:22:00Z,2018-07-13T07:00:00Z,01:22:00,13.5
ruckle,1,r2.,2018-07-13T01:52:00Z,2018-07-13T07:00:00Z,01:52:00,13.5
ruckle,1,r2.,2018-07-13T02:22:00Z,2018-07-13T07:00:00Z,02:22:00,13.5
ruckle,1,r2.,2018-07-13T02:52:00Z,2018-07-13T07:00:00Z,02:52:00,13.5
ruckle,1,r2.,2018-07-13T03:22:00Z,2018-07-13T07:00:00Z,03:22:00,13
ruckle,1,r2.,2018-07-13T03:52:00Z,2018-07-13T07:00:00Z,03:52:00,13.5
ruckle,1,r2.,2018-07-13T04:22:00Z,2018-07-13T07:00:00Z,04:22:00,13.5
ruckle,1,r2.,2018-07-13T04:52:00Z,2018-07-13T07:00:00Z,04:52:00,13
ruckle,1,r2.,2018-07-13T05:22:00Z,2018-07-13T07:00:00Z,05:22:00,13
ruckle,1,r2.,2018-07-13T05:52:00Z,2018-07-13T07:00:00Z,05:52:00,13
ruckle,1,r2.,2018-07-13T06:22:00Z,2018-07-13T07:00:00Z,06:22:00,13
ruckle,1,r2.,2018-07-13T06:52:00Z,2018-07-13T07:00:00Z,06:52:00,13
ruckle,1,r2.,2018-07-13T07:22:00Z,2018-07-13T07:00:00Z,07:22:00,13
ruckle,1,r2.,2018-07-13T07:52:00Z,2018-07-13T07:00:00Z,07:52:00,13
ruckle,1,r2.,2018-07-13T08:22:00Z,2018-07-13T07:00:00Z,08:22:00,13.5
ruckle,1,r2.,2018-07-13T08:52:00Z,2018-07-13T07:00:00Z,08:52:00,18
ruckle,1,r2.,2018-07-13T09:22:00Z,2018-07-13T07:00:00Z,09:22:00,21
ruckle,1,r2.,2018-07-13T09:52:00Z,2018-07-13T07:00:00Z,09:52:00,21.5
ruckle,1,r2.,2018-07-13T10:22:00Z,2018-07-13T07:00:00Z,10:22:00,23
ruckle,1,r2.,2018-07-13T10:52:00Z,2018-07-13T07:00:00Z,10:52:00,24.5
ruckle,1,r2.,2018-07-13T11:22:00Z,2018-07-13T07:00:00Z,11:22:00,28.5
ruckle,1,r2.,2018-07-13T11:52:00Z,2018-07-13T07:00:00Z,11:52:00,30.5
ruckle,1,r2.,2018-07-13T12:22:00Z,2018-07-13T07:00:00Z,12:22:00,32
ruckle,1,r2.,2018-07-13T12:52:00Z,2018-07-13T07:00:00Z,12:52:00,33.5
ruckle,1,r2.,2018-07-13T13:22:00Z,2018-07-13T07:00:00Z,13:22:00,35
ruckle,1,r2.,2018-07-13T13:52:00Z,2018-07-13T07:00:00Z,13:52:00,35.5
ruckle,1,r2.,2018-07-13T14:22:00Z,2018-07-13T07:00:00Z,14:22:00,37
ruckle,1,r2.,2018-07-13T14:52:00Z,2018-07-13T07:00:00Z,14:52:00,36
