site,temp,salinity,nutrients,replicate,length
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,1,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,2,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,3,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,4,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,5,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,20,EN,6,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,1,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,2,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,3,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,4,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,5,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,CN,6,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,1,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,2,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,3,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,4,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,5,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
RP,28,30,EN,6,0
