site,temp,salinity,nutrients,replicate,length
NP,28,20,EN,6,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,1,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,2,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,3,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,4,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,5,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,CN,6,0
NP,28,30,EN,1,144.971
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,1,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,2,0
NP,28,30,EN,3,71.998
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,3,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,4,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,5,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
NP,28,30,EN,6,0
